loc,subj_idx,rt,angle,response
1,21,0.783328009,74,2
1,21,0.873831208,110,1
1,21,1.036458027,100.5,1
1,21,1.087223642,79.5,2
1,21,0.931901425,101,1
1,22,1.48944825,98.5,1
1,22,2.803789846,89.5,2
1,22,1.42174357,73.5,2
1,22,2.066296189,105.5,1
1,22,2.288913824,109.5,1
1,22,1.636679619,89,2
1,22,2.031697319,93,1
1,22,1.892086914,95,1
1,22,1.508548304,78.5,2
1,22,2.205389821,76,2
1,22,1.493274382,101.5,1
1,22,6.100555494,71,2
1,22,1.649867745,80.5,2
1,22,2.422563958,81.5,2
1,22,2.086736319,105,1
1,22,1.43046211,106,1
1,22,1.356120514,70.5,2
1,22,2.426685605,93,1
1,22,1.860611721,109,1
1,22,3.2092581,98,1
1,22,1.781054739,102,1
1,22,7.840613839,104.5,1
1,22,1.431699517,84.5,2
1,22,3.449243575,92,1
1,22,4.62753546,82.5,2
1,22,2.575303563,108.5,1
1,22,2.841027526,96.5,1
1,22,1.565326554,103,1
1,22,1.630004162,77.5,2
1,22,1.588345718,94,1
1,22,1.330230925,86,2
1,22,1.498641095,94.5,1
1,22,1.289427604,74.5,2
1,22,3.425826251,81,2
1,22,1.793996048,85,2
1,22,1.886939843,80,2
1,22,2.424120526,83.5,2
1,22,6.864870771,70,2
1,22,1.973592924,73,2
1,22,2.243549349,108,1
1,22,2.267913434,92,1
1,22,1.833221264,77.5,2
1,22,1.424446797,106.5,1
1,22,2.036638218,95,1
1,22,1.586800765,82,2
1,22,2.338025277,87,2
1,22,1.436619921,109.5,1
1,22,1.713638739,82.5,2
1,22,1.348526275,100.5,1
1,22,1.30725374,102,1
1,22,7.167058771,90.5,1
1,22,1.399678206,78,2
1,22,9.889621636,91.5,1
1,22,1.947633227,79.5,2
1,22,1.984604629,72.5,2
1,22,1.608451417,109,1
1,22,1.720083983,102.5,1
1,22,1.639782729,106,1
1,22,2.135737206,84,2
1,22,1.50237767,81,2
1,22,1.673140545,96,1
1,22,1.67996977,104,1
1,22,1.419071994,106.5,1
1,22,1.491389378,100,1
1,22,1.496487293,72.5,2
1,22,2.112117892,85.5,2
1,22,1.654333866,107,1
1,22,2.103274897,95.5,1
1,22,1.869033824,87.5,2
1,22,1.626760481,94.5,1
1,22,4.8182812,103.5,1
1,22,2.580085886,92.5,1
1,22,1.481410035,70.5,2
1,22,1.733596598,75.5,2
1,22,1.555414806,108,1
1,22,1.702634702,102.5,1
1,22,1.209611666,75,2
1,22,1.712146849,99,1
1,22,1.973978944,97.5,1
1,22,1.688397991,86,2
1,22,1.744048001,107.5,1
1,22,1.558099523,74,2
1,22,1.17633033,98.5,1
1,22,1.829605852,101,1
1,22,1.537662639,77,2
1,22,1.458759021,76.5,2
1,22,1.989696357,85.5,2
1,22,3.250096933,86.5,2
1,22,1.730595745,100,1
1,22,1.511546512,78,2
1,22,1.729361994,93.5,1
1,22,1.819704174,95.5,1
1,22,1.886220692,103,1
1,22,1.606489895,81.5,2
1,22,6.001270953,83,2
1,22,1.319852467,76.5,2
1,22,1.573457973,82,2
1,22,2.185243522,88.5,2
1,22,1.827471543,83,2
1,22,1.580769058,98,1
1,22,2.814755583,80,2
1,22,2.032880828,104.5,1
1,22,1.424722677,104,1
1,22,1.332184138,78.5,2
1,22,1.653107981,71,2
1,22,1.341393199,73,2
1,22,1.629875099,79,2
1,22,2.862352728,91,1
1,22,2.013549923,97,1
1,22,4.646403828,99.5,1
1,22,2.87265643,87.5,2
1,22,1.605783736,84.5,2
1,22,2.184611271,92.5,1
1,22,2.022069961,97.5,1
1,22,1.388379448,99.5,1
1,22,1.159985963,103.5,1
1,22,1.45374727,110,1
1,22,1.747151207,83.5,2
1,22,1.362902827,101.5,1
1,22,2.738140912,88.5,2
1,22,1.597314736,74.5,2
1,22,1.213208425,85,2
1,22,1.660351491,88,2
1,22,1.464131517,79,2
1,22,2.079471521,70,2
1,22,1.577025447,84,2
1,22,1.267615033,107,1
1,22,1.682862962,108.5,1
1,22,1.427272961,105.5,1
1,22,1.579711872,107.5,1
1,22,1.741742845,93.5,1
1,22,1.978524821,97,1
1,22,1.573880836,80.5,2
1,22,1.514029549,75.5,2
1,22,1.530830809,72,2
1,22,1.571087305,71.5,2
1,22,1.296296119,73.5,2
1,22,1.543163681,71.5,2
1,22,1.476748861,99,1
1,22,1.138154451,72,2
1,22,1.503380249,75,2
1,22,2.761653784,87,2
1,22,1.216693663,77,2
1,22,1.479210404,76,2
1,22,1.733503339,94,1
1,22,1.54933879,96.5,1
1,22,1.836725292,96,1
1,22,1.444622271,105,1
1,22,1.505998578,86.5,2
1,22,1.423031077,74,2
1,22,1.5326982,110,1
1,22,1.675832161,100.5,1
1,22,1.464225529,79.5,2
1,22,1.222597032,101,1
1,23,1.136541013,98.5,1
1,23,2.235100548,89.5,2
1,23,1.21561557,73.5,2
1,23,1.266181661,105.5,1
1,23,1.136385428,109.5,1
1,23,1.432626954,89,2
1,23,1.450592823,93,1
1,23,1.395539171,95,1
1,23,0.953504148,78.5,2
1,23,0.861369738,76,2
1,23,1.184473137,101.5,1
1,23,0.931469725,71,2
1,23,0.941343317,80.5,2
1,23,1.312662677,105,1
1,23,1.29014117,70.5,2
1,23,1.302824906,93,1
1,23,1.086423612,109,1
1,23,1.098244412,98,1
1,23,0.787964651,102,1
1,23,0.85992283,104.5,1
1,23,1.378070564,84.5,2
1,23,1.766615947,92,1
1,23,1.297006228,82.5,2
1,23,1.630248803,108.5,1
1,23,2.882732608,89.5,2
1,23,1.292760989,103,1
1,23,1.676254813,77.5,2
1,23,1.430012894,94,1
1,23,0.912158214,86,2
1,23,1.218231825,94.5,1
1,23,1.127881721,74.5,2
1,23,1.11811682,81,2
1,23,3.135172711,85,2
1,23,1.185713759,80,2
1,23,2.02407518,83.5,2
1,23,5.667377796,73,2
1,23,1.573536613,108,1
1,23,2.443573317,92,1
1,23,1.131506264,77.5,2
1,23,1.132219789,106.5,1
1,23,1.411065128,82,2
1,23,1.331715754,87,2
1,23,1.294119602,109.5,1
1,23,1.001365498,82.5,2
1,23,1.208770579,100.5,1
1,23,7.630251342,102,1
1,23,7.480723801,90.5,1
1,23,1.823842567,89,2
1,23,1.052624401,78,2
1,23,1.220616507,91.5,1
1,23,2.093475166,79.5,2
1,23,7.203645992,72.5,2
1,23,1.601624175,109,1
1,23,1.279862572,106,1
1,23,1.271226721,84,2
1,23,1.171720124,81,2
1,23,1.108837146,96,1
1,23,8.36854369,104,1
1,23,6.283138468,106.5,1
1,23,1.429091734,100,1
1,23,2.049251835,72.5,2
1,23,1.344700439,85.5,2
1,23,1.140591121,107,1
1,23,3.203328949,95.5,1
1,23,2.294031037,87.5,2
1,23,4.469460432,94.5,1
1,23,1.397415613,103.5,1
1,23,1.216734017,92.5,1
1,23,0.977256546,70.5,2
1,23,1.361846777,75.5,2
1,23,0.889545915,108,1
1,23,1.079913319,102.5,1
1,23,1.946026024,75,2
1,23,1.054788546,99,1
1,23,0.888323332,97.5,1
1,23,0.978647566,86,2
1,23,1.408004222,107.5,1
1,23,4.459374518,74,2
1,23,0.838136302,98.5,1
1,23,1.315406185,101,1
1,23,0.859866558,77,2
1,23,1.205144574,76.5,2
1,23,2.239290338,85.5,2
1,23,3.148595314,86.5,2
1,23,0.885353136,100,1
1,23,0.884274317,78,2
1,23,0.937285655,93.5,1
1,23,0.78849655,95.5,1
1,23,0.939448656,103,1
1,23,0.970697523,81.5,2
1,23,3.578560787,83,2
1,23,0.898575563,76.5,2
1,23,1.10794913,82,2
1,23,1.400400135,88.5,2
1,23,3.232151918,83,2
1,23,1.013997989,98,1
1,23,1.07953021,80,2
1,23,1.353738114,104.5,1
1,23,5.154560286,104,1
1,23,1.057290637,78.5,2
1,23,0.814919896,71,2
1,23,6.178865418,73,2
1,23,6.561971687,79,2
1,23,8.28054216,88,2
1,23,5.348263386,91,1
1,23,1.387435678,97,1
1,23,1.018651134,99.5,1
1,23,2.512092183,87.5,2
1,23,1.345639516,84.5,2
1,23,1.774512669,92.5,1
1,23,1.1265239,97.5,1
1,23,1.228746226,99.5,1
1,23,0.8224839,103.5,1
1,23,1.205390129,110,1
1,23,0.941779394,83.5,2
1,23,0.933295454,101.5,1
1,23,1.007567504,88.5,2
1,23,2.44673786,74.5,2
1,23,0.801474295,85,2
1,23,1.098588961,88,2
1,23,1.880392749,79,2
1,23,0.950193112,70,2
1,23,0.880742509,84,2
1,23,0.949599409,107,1
1,23,0.89716125,108.5,1
1,23,1.547436794,91,1
1,23,0.933126501,105.5,1
1,23,1.360041757,107.5,1
1,23,1.480335149,93.5,1
1,23,2.363823216,97,1
1,23,1.64884341,80.5,2
1,23,1.175737665,72,2
1,23,1.119289671,71.5,2
1,23,3.07808495,73.5,2
1,23,0.983024832,71.5,2
1,23,1.895746212,99,1
1,23,1.035023389,72,2
1,23,0.930170979,75,2
1,23,1.528362626,87,2
1,23,1.102647827,77,2
1,23,1.09976271,76,2
1,23,3.291496476,94,1
1,23,1.372832825,96.5,1
1,23,1.095742882,96,1
1,23,1.269495628,105,1
1,23,1.099493798,86.5,2
1,23,1.81556426,74,2
1,23,1.321575698,110,1
1,23,1.015250557,79.5,2
1,23,3.256345301,101,1
1,24,1.549400807,98.5,1
1,24,1.548164261,73.5,2
1,24,1.893460331,91.5,1
1,24,2.490095344,105.5,1
1,24,1.184499428,93,1
1,24,1.180737009,95,1
1,24,1.897373,78.5,2
1,24,2.270604526,76,2
1,24,1.398472256,101.5,1
1,24,3.226048512,71,2
1,24,1.23818918,80.5,2
1,24,1.07246775,81.5,2
1,24,1.409289634,105,1
1,24,1.506402164,106,1
1,24,1.217878595,70.5,2
1,24,5.083369461,93,1
1,24,1.823446779,109,1
1,24,1.357661805,98,1
1,24,1.23259083,102,1
1,24,2.147355902,104.5,1
1,24,1.985450894,84.5,2
1,24,1.335370573,92,1
1,24,2.509310102,82.5,2
1,24,6.548567757,108.5,1
1,24,1.558119072,96.5,1
1,24,1.396093063,103,1
1,24,2.051408468,77.5,2
1,24,1.197985555,94,1
1,24,3.469875088,86,2
1,24,1.209153212,74.5,2
1,24,4.584819286,81,2
1,24,1.602179399,85,2
1,24,1.86736479,80,2
1,24,3.739536677,83.5,2
1,24,3.467908691,70,2
1,24,2.449793628,73,2
1,24,4.753405813,108,1
1,24,6.191875955,92,1
1,24,3.985816395,77.5,2
1,24,1.559300647,106.5,1
1,24,1.455650223,95,1
1,24,3.447025727,82,2
1,24,2.884990929,87,2
1,24,1.784780392,109.5,1
1,24,1.8887811,82.5,2
1,24,1.008602551,100.5,1
1,24,1.499544281,102,1
1,24,1.206290353,90.5,1
1,24,1.174473649,78,2
1,24,1.455574865,91.5,1
1,24,1.261339775,90.5,1
1,24,1.167060946,79.5,2
1,24,2.13086852,72.5,2
1,24,2.501083581,109,1
1,24,0.96402422,102.5,1
1,24,1.020955989,106,1
1,24,1.127186368,84,2
1,24,2.286094749,81,2
1,24,3.031286802,96,1
1,24,8.66694864,104,1
1,24,2.222160122,106.5,1
1,24,3.027234615,100,1
1,24,2.339670424,72.5,2
1,24,5.257504726,85.5,2
1,24,2.994815282,107,1
1,24,1.831291161,95.5,1
1,24,2.40912864,87.5,2
1,24,1.218610732,94.5,1
1,24,1.580540462,103.5,1
1,24,1.686889713,92.5,1
1,24,0.95503586,70.5,2
1,24,1.090923864,75.5,2
1,24,1.426008885,108,1
1,24,1.232434869,102.5,1
1,24,1.784339162,75,2
1,24,1.015956445,99,1
1,24,1.218484511,97.5,1
1,24,1.289221278,86,2
1,24,3.329430888,107.5,1
1,24,1.363546967,74,2
1,24,1.713995387,98.5,1
1,24,2.532509638,101,1
1,24,2.140080073,77,2
1,24,2.510644736,76.5,2
1,24,3.154019029,85.5,2
1,24,1.188272111,86.5,2
1,24,1.100263688,100,1
1,24,0.931012534,78,2
1,24,1.141011286,93.5,1
1,24,1.139119318,95.5,1
1,24,2.950047675,103,1
1,24,4.957001916,81.5,2
1,24,1.172449918,83,2
1,24,1.273686942,76.5,2
1,24,1.501208504,82,2
1,24,1.905239721,88.5,2
1,24,1.293982002,83,2
1,24,1.055475112,98,1
1,24,1.247232045,80,2
1,24,1.164597399,104,1
1,24,1.726074285,78.5,2
1,24,1.127339527,71,2
1,24,1.157906162,73,2
1,24,0.934454322,79,2
1,24,1.244379284,88,2
1,24,2.865296464,91,1
1,24,2.168130922,97,1
1,24,1.061793912,99.5,1
1,24,1.162364346,84.5,2
1,24,1.134796962,92.5,1
1,24,1.692763635,97.5,1
1,24,1.650683358,99.5,1
1,24,0.980238426,103.5,1
1,24,2.663591537,110,1
1,24,1.696152242,83.5,2
1,24,1.204278835,101.5,1
1,24,1.425338148,88.5,2
1,24,1.060650281,74.5,2
1,24,0.878119084,85,2
1,24,1.660259959,88,2
1,24,1.759918687,79,2
1,24,1.368533199,70,2
1,24,1.398049095,84,2
1,24,1.377973311,107,1
1,24,1.361830219,108.5,1
1,24,4.12053993,91,1
1,24,2.467635693,105.5,1
1,24,1.409979416,107.5,1
1,24,1.085504807,93.5,1
1,24,1.171903766,97,1
1,24,4.857813182,80.5,2
1,24,3.050727007,75.5,2
1,24,0.977894627,72,2
1,24,1.266996368,71.5,2
1,24,1.634615515,73.5,2
1,24,1.600370735,71.5,2
1,24,1.432632967,99,1
1,24,1.653833244,72,2
1,24,1.23840397,75,2
1,24,1.428026336,77,2
1,24,1.649258385,94,1
1,24,0.962484426,96.5,1
1,24,0.972128964,96,1
1,24,1.129919519,105,1
1,24,0.930594721,74,2
1,24,1.591194312,110,1
1,24,1.364247643,100.5,1
1,24,1.135743102,79.5,2
1,24,2.363003201,101,1
1,25,1.276523235,98.5,1
1,25,0.836985207,73.5,2
1,25,1.347690905,91.5,1
1,25,0.899530049,105.5,1
1,25,0.73532457,109.5,1
1,25,1.177837754,89,2
1,25,1.763523113,93,1
1,25,1.400684597,95,1
1,25,1.015664877,78.5,2
1,25,1.390337038,76,2
1,25,1.10277758,101.5,1
1,25,1.303736391,71,2
1,25,4.095989496,80.5,2
1,25,1.049459711,81.5,2
1,25,1.091687146,105,1
1,25,0.917099698,106,1
1,25,0.83675556,70.5,2
1,25,0.903929616,93,1
1,25,0.816676266,109,1
1,25,1.164436818,98,1
1,25,1.591827183,102,1
1,25,1.049637081,104.5,1
1,25,7.268791076,84.5,2
1,25,1.295687549,92,1
1,25,1.000975694,82.5,2
1,25,4.047058788,108.5,1
1,25,1.510032186,96.5,1
1,25,1.179720756,89.5,2
1,25,2.418140387,103,1
1,25,2.602345449,77.5,2
1,25,1.413325467,94,1
1,25,2.456550823,86,2
1,25,2.860700037,94.5,1
1,25,5.957913854,74.5,2
1,25,1.233626491,81,2
1,25,2.319061401,85,2
1,25,3.024855233,80,2
1,25,1.057766399,83.5,2
1,25,1.260839619,70,2
1,25,1.668659949,73,2
1,25,4.055426599,108,1
1,25,2.652352404,92,1
1,25,1.507274949,77.5,2
1,25,4.897608975,106.5,1
1,25,1.570511332,95,1
1,25,1.75202693,82,2
1,25,2.766757758,87,2
1,25,4.338644094,109.5,1
1,25,1.158149238,82.5,2
1,25,1.235770384,100.5,1
1,25,1.256816685,102,1
1,25,2.041881182,90.5,1
1,25,3.854151156,78,2
1,25,0.99999799,91.5,1
1,25,1.208203733,90.5,1
1,25,2.465691867,79.5,2
1,25,5.304288673,72.5,2
1,25,4.495235716,109,1
1,25,1.040723024,102.5,1
1,25,1.103832837,106,1
1,25,1.761638853,84,2
1,25,2.13454035,81,2
1,25,1.35568556,96,1
1,25,0.923537206,104,1
1,25,2.325598996,106.5,1
1,25,2.62958888,100,1
1,25,1.052973938,72.5,2
1,25,1.119597121,85.5,2
1,25,0.965469207,107,1
1,25,9.024563695,87.5,2
1,25,1.139996967,94.5,1
1,25,1.50470981,103.5,1
1,25,1.03690846,92.5,1
1,25,1.076961579,70.5,2
1,25,1.113916374,108,1
1,25,0.884068443,102.5,1
1,25,1.157467426,75,2
1,25,1.197843703,99,1
1,25,1.666840468,97.5,1
1,25,1.242222765,86,2
1,25,1.247504645,107.5,1
1,25,1.091962062,74,2
1,25,0.968930827,98.5,1
1,25,5.613777931,77,2
1,25,1.06534623,76.5,2
1,25,1.635392136,85.5,2
1,25,2.351658168,86.5,2
1,25,1.314597236,100,1
1,25,3.312477868,78,2
1,25,1.678203383,93.5,1
1,25,4.210730919,95.5,1
1,25,0.835743398,103,1
1,25,0.841274233,81.5,2
1,25,1.132802872,83,2
1,25,1.107545481,76.5,2
1,25,0.960725427,82,2
1,25,0.865416894,83,2
1,25,0.950339748,98,1
1,25,1.205417126,80,2
1,25,1.002052332,104.5,1
1,25,1.06628356,104,1
1,25,2.339760081,78.5,2
1,25,8.421368524,71,2
1,25,1.448446339,73,2
1,25,0.671485856,79,2
1,25,1.082044905,88,2
1,25,1.541455158,91,1
1,25,1.318951131,97,1
1,25,1.008625454,99.5,1
1,25,1.323327666,87.5,2
1,25,1.16831622,84.5,2
1,25,5.085126898,92.5,1
1,25,4.31497058,97.5,1
1,25,1.422610082,99.5,1
1,25,1.538383495,103.5,1
1,25,2.995917305,110,1
1,25,0.955337919,83.5,2
1,25,1.448223612,101.5,1
1,25,2.230768367,88.5,2
1,25,3.98507194,74.5,2
1,25,1.477606681,85,2
1,25,1.298009234,88,2
1,25,1.164243866,79,2
1,25,0.754357464,70,2
1,25,0.855799726,84,2
1,25,0.827139743,107,1
1,25,0.998592069,108.5,1
1,25,1.372943703,91,1
1,25,1.106144461,105.5,1
1,25,5.968071264,107.5,1
1,25,5.176726423,93.5,1
1,25,0.860569759,97,1
1,25,0.956533935,80.5,2
1,25,0.775095271,75.5,2
1,25,3.125491584,72,2
1,25,0.921227561,71.5,2
1,25,1.934768457,73.5,2
1,25,1.09009715,71.5,2
1,25,2.789290938,99,1
1,25,2.234688404,72,2
1,25,1.736019219,75,2
1,25,0.98710431,87,2
1,25,7.321938506,77,2
1,25,0.886939239,76,2
1,25,1.566000604,94,1
1,25,4.244454165,96.5,1
1,25,1.012151706,96,1
1,25,2.495211901,105,1
1,25,2.056856361,86.5,2
1,25,2.166802909,74,2
1,25,0.847925075,110,1
1,25,0.860489266,100.5,1
1,25,1.107273864,79.5,2
1,25,1.530721933,101,1
1,26,1.157549109,98.5,1
1,26,1.435732423,89.5,2
1,26,0.882805935,73.5,2
1,26,1.90288177,91.5,1
1,26,1.119039554,105.5,1
1,26,3.053089971,109.5,1
1,26,2.016698761,89,2
1,26,4.742914676,93,1
1,26,1.971935366,95,1
1,26,1.192530787,78.5,2
1,26,0.973164269,76,2
1,26,1.031766342,101.5,1
1,26,1.000108987,71,2
1,26,1.31243426,80.5,2
1,26,1.092022281,81.5,2
1,26,0.859285105,105,1
1,26,1.433468737,106,1
1,26,3.383845558,70.5,2
1,26,1.96703056,93,1
1,26,1.155494455,109,1
1,26,1.49515342,98,1
1,26,0.83288239,102,1
1,26,0.98566349,104.5,1
1,26,0.910678024,84.5,2
1,26,1.793299537,92,1
1,26,0.938011477,82.5,2
1,26,1.381718258,108.5,1
1,26,0.992279564,96.5,1
1,26,0.941402827,103,1
1,26,4.531160208,77.5,2
1,26,1.06846208,94,1
1,26,1.217839012,86,2
1,26,1.753867527,94.5,1
1,26,3.628863117,74.5,2
1,26,1.107800121,81,2
1,26,1.000562971,85,2
1,26,1.796728291,80,2
1,26,1.106377196,83.5,2
1,26,3.046838805,70,2
1,26,2.559498172,73,2
1,26,2.226347065,108,1
1,26,3.466654769,92,1
1,26,1.190649588,77.5,2
1,26,4.390952326,106.5,1
1,26,3.408406223,95,1
1,26,1.112265135,82,2
1,26,2.272548546,87,2
1,26,1.205732015,109.5,1
1,26,1.087895079,82.5,2
1,26,4.233732577,100.5,1
1,26,7.687326597,102,1
1,26,2.174539063,90.5,1
1,26,2.223270047,89,2
1,26,1.589577003,78,2
1,26,1.480495428,91.5,1
1,26,3.31833776,90.5,1
1,26,2.366074166,79.5,2
1,26,3.52117573,72.5,2
1,26,1.431141403,109,1
1,26,1.478283746,102.5,1
1,26,3.539705485,106,1
1,26,3.186352805,84,2
1,26,1.633451799,81,2
1,26,2.042113415,96,1
1,26,1.292118745,104,1
1,26,1.410803756,106.5,1
1,26,1.103966316,100,1
1,26,2.911461256,72.5,2
1,26,1.068131334,85.5,2
1,26,1.856914983,107,1
1,26,1.068204251,95.5,1
1,26,1.450963832,87.5,2
1,26,1.169351821,94.5,1
1,26,1.248965557,103.5,1
1,26,1.654512926,92.5,1
1,26,3.421690233,70.5,2
1,26,1.03094096,75.5,2
1,26,1.09918839,108,1
1,26,7.371699313,102.5,1
1,26,2.145204914,75,2
1,26,1.212014993,99,1
1,26,1.046210079,97.5,1
1,26,1.12678399,86,2
1,26,0.899024798,107.5,1
1,26,2.556975469,74,2
1,26,1.130469997,98.5,1
1,26,1.88751813,101,1
1,26,0.9527279,77,2
1,26,1.148515186,76.5,2
1,26,1.076970477,85.5,2
1,26,0.995314924,86.5,2
1,26,1.185906385,100,1
1,26,1.398188944,78,2
1,26,1.029493854,93.5,1
1,26,3.155323107,95.5,1
1,26,1.667889805,103,1
1,26,3.370420958,81.5,2
1,26,0.975196309,83,2
1,26,1.327776754,76.5,2
1,26,3.604567675,82,2
1,26,1.734253833,88.5,2
1,26,2.523312476,83,2
1,26,1.859545673,98,1
1,26,1.104928957,80,2
1,26,1.990907411,104.5,1
1,26,1.068761971,104,1
1,26,1.213951356,78.5,2
1,26,1.024860113,71,2
1,26,3.11255471,73,2
1,26,1.175780232,79,2
1,26,1.626909908,88,2
1,26,1.294502904,91,1
1,26,1.321457435,97,1
1,26,2.39583432,99.5,1
1,26,1.114880645,87.5,2
1,26,1.510488684,84.5,2
1,26,1.318777411,92.5,1
1,26,4.861024006,97.5,1
1,26,1.163372527,99.5,1
1,26,4.207857985,103.5,1
1,26,1.085582148,110,1
1,26,1.633939934,83.5,2
1,26,1.056934085,101.5,1
1,26,1.373300707,88.5,2
1,26,1.952878694,74.5,2
1,26,1.167783421,85,2
1,26,1.687089979,88,2
1,26,1.092556896,79,2
1,26,1.413385011,70,2
1,26,1.69027655,84,2
1,26,2.391252049,107,1
1,26,2.865968728,108.5,1
1,26,2.860940249,91,1
1,26,1.214420162,105.5,1
1,26,1.827938323,107.5,1
1,26,2.542376584,93.5,1
1,26,0.840560181,97,1
1,26,1.212589212,80.5,2
1,26,0.913567669,75.5,2
1,26,1.191153054,72,2
1,26,1.029958807,71.5,2
1,26,0.970502895,73.5,2
1,26,0.778469586,71.5,2
1,26,1.486889125,99,1
1,26,3.298590998,72,2
1,26,2.723044276,75,2
1,26,1.587299542,87,2
1,26,1.342635419,77,2
1,26,1.246713666,76,2
1,26,2.765761689,94,1
1,26,1.126777003,96.5,1
1,26,1.607694964,96,1
1,26,1.088506202,105,1
1,26,1.17881791,86.5,2
1,26,4.752521988,74,2
1,26,1.073222828,110,1
1,26,1.26014146,100.5,1
1,26,2.511252592,79.5,2
1,26,1.208585936,101,1
1,27,1.196960987,98.5,1
1,27,1.477830542,89.5,2
1,27,0.981198103,73.5,2
1,27,1.038853293,105.5,1
1,27,0.869795302,109.5,1
1,27,1.486784341,89,2
1,27,2.52237697,93,1
1,27,1.585444985,95,1
1,27,1.223186682,78.5,2
1,27,1.463480021,76,2
1,27,1.278934234,101.5,1
1,27,1.247550122,71,2
1,27,1.160941748,80.5,2
1,27,1.265205509,81.5,2
1,27,1.182295876,105,1
1,27,1.123944392,106,1
1,27,1.148455369,70.5,2
1,27,1.70254075,93,1
1,27,1.210891477,109,1
1,27,1.525019432,98,1
1,27,1.416060824,102,1
1,27,1.379941512,104.5,1
1,27,1.610131651,84.5,2
1,27,1.857987471,82.5,2
1,27,1.568908733,108.5,1
1,27,1.695047757,96.5,1
1,27,2.042666482,89.5,2
1,27,2.567935785,103,1
1,27,1.57514535,77.5,2
1,27,2.880688496,94,1
1,27,4.039990309,86,2
1,27,5.584602461,94.5,1
1,27,1.638703387,74.5,2
1,27,1.277033473,81,2
1,27,1.842303034,85,2
1,27,4.805907305,80,2
1,27,3.178331113,83.5,2
1,27,1.757618261,70,2
1,27,1.832872557,73,2
1,27,2.273505179,108,1
1,27,2.509869185,92,1
1,27,2.420116512,77.5,2
1,27,5.032269667,106.5,1
1,27,1.780257937,95,1
1,27,1.163219323,82,2
1,27,2.009195108,87,2
1,27,2.304800681,109.5,1
1,27,1.445297028,82.5,2
1,27,1.49763168,102,1
1,27,2.409437226,90.5,1
1,27,2.002473422,89,2
1,27,3.122203787,78,2
1,27,1.642781467,91.5,1
1,27,1.670140066,90.5,1
1,27,1.413595995,79.5,2
1,27,4.011924575,72.5,2
1,27,1.532733496,109,1
1,27,3.07326758,102.5,1
1,27,2.799300632,106,1
1,27,1.028044676,84,2
1,27,3.478463581,96,1
1,27,1.427163208,104,1
1,27,1.52630681,106.5,1
1,27,1.040466121,100,1
1,27,4.570749712,72.5,2
1,27,1.422341636,85.5,2
1,27,1.446518764,107,1
1,27,1.997718535,95.5,1
1,27,3.030142373,87.5,2
1,27,1.365757079,94.5,1
1,27,2.516401278,103.5,1
1,27,1.527887676,92.5,1
1,27,1.119112872,70.5,2
1,27,1.416034036,75.5,2
1,27,4.38074196,108,1
1,27,1.547062004,102.5,1
1,27,1.180944688,75,2
1,27,2.777859594,97.5,1
1,27,1.42414321,86,2
1,27,1.154980393,107.5,1
1,27,2.344720047,74,2
1,27,1.50914874,98.5,1
1,27,2.333232172,101,1
1,27,3.396869955,77,2
1,27,1.333139575,76.5,2
1,27,1.318955952,85.5,2
1,27,1.262575234,86.5,2
1,27,1.389090211,78,2
1,27,6.056669944,93.5,1
1,27,1.259403693,95.5,1
1,27,1.42844841,103,1
1,27,1.373591556,81.5,2
1,27,3.433252237,83,2
1,27,3.225181079,76.5,2
1,27,1.276174141,82,2
1,27,3.433262333,88.5,2
1,27,1.041620332,83,2
1,27,2.82413633,98,1
1,27,1.150737889,80,2
1,27,1.47445382,104.5,1
1,27,1.807883406,78.5,2
1,27,1.12880272,71,2
1,27,0.992672436,73,2
1,27,4.872398884,79,2
1,27,1.997843952,88,2
1,27,2.207171232,91,1
1,27,1.62050999,97,1
1,27,2.514708913,99.5,1
1,27,4.743755268,87.5,2
1,27,1.567426737,84.5,2
1,27,1.799514512,97.5,1
1,27,3.747382334,99.5,1
1,27,2.625009978,103.5,1
1,27,1.434365133,110,1
1,27,1.141007443,101.5,1
1,27,3.970629543,88.5,2
1,27,1.446475089,74.5,2
1,27,1.61378178,85,2
1,27,1.276291372,79,2
1,27,1.557935106,70,2
1,27,3.226724913,84,2
1,27,4.491588979,108.5,1
1,27,4.46390141,91,1
1,27,2.199615132,107.5,1
1,27,2.987430556,93.5,1
1,27,6.92355815,97,1
1,27,2.283748481,80.5,2
1,27,2.25908294,72,2
1,27,5.534344817,71.5,2
1,27,5.132201028,73.5,2
1,27,2.221370083,71.5,2
1,27,2.364311735,99,1
1,27,1.940900763,72,2
1,27,1.55824336,75,2
1,27,1.397579138,87,2
1,27,2.994041465,77,2
1,27,6.312383269,76,2
1,27,1.378514972,94,1
1,27,1.631455394,96.5,1
1,27,1.165844097,96,1
1,27,1.591326043,86.5,2
1,27,3.429903883,74,2
1,27,1.339297786,110,1
1,27,8.723477023,100.5,1
1,27,1.460995574,79.5,2
1,27,1.50566002,101,1
1,28,4.512279092,98.5,1
1,28,3.016256917,89.5,2
1,28,4.08755246,73.5,2
1,28,1.648639322,91.5,1
1,28,1.064307803,105.5,1
1,28,6.299362355,109.5,1
1,28,1.985002017,89,2
1,28,3.066971738,93,1
1,28,1.362872998,95,1
1,28,1.581957923,78.5,2
1,28,2.579252601,76,2
1,28,1.369407477,101.5,1
1,28,2.80089797,71,2
1,28,0.953995569,80.5,2
1,28,2.891143278,81.5,2
