loc,subj_idx,rt,angle,response
1,15,3.194403913,89.5,2
1,15,5.892712885,73.5,2
1,15,3.592522272,91.5,1
1,15,6.61174902,105.5,1
1,15,1.636716869,109.5,1
1,15,1.798952058,89,2
1,15,1.349481316,93,1
1,15,1.228781263,95,1
1,15,1.644072594,78.5,2
1,15,1.828062064,76,2
1,15,0.845660361,101.5,1
1,15,4.490050936,71,2
1,15,0.943804757,80.5,2
1,15,2.730202459,81.5,2
1,15,0.758335062,105,1
1,15,0.911780808,106,1
1,15,1.071517938,70.5,2
1,15,4.108418033,93,1
1,15,3.513216451,109,1
1,15,1.08202654,98,1
1,15,1.248179544,102,1
1,15,2.930865416,104.5,1
1,15,1.276606466,84.5,2
1,15,6.575583902,92,1
1,15,2.025297813,82.5,2
1,15,2.652597755,108.5,1
1,15,5.790765938,96.5,1
1,15,3.278311932,89.5,2
1,15,0.882848807,103,1
1,15,4.762729894,77.5,2
1,15,1.144862626,94,1
1,15,1.458606291,86,2
1,15,1.673274159,94.5,1
1,15,1.020984708,74.5,2
1,15,2.054633108,81,2
1,15,2.471911786,85,2
1,15,2.417079504,80,2
1,15,1.364984317,83.5,2
1,15,1.199403247,70,2
1,15,3.174687897,73,2
1,15,1.227131004,108,1
1,15,2.749620108,92,1
1,15,3.326186888,77.5,2
1,15,2.197874685,106.5,1
1,15,5.289384756,95,1
1,15,0.930596926,82,2
1,15,3.547688917,87,2
1,15,0.864654973,109.5,1
1,15,6.310453949,82.5,2
1,15,0.916074292,100.5,1
1,15,2.119337754,102,1
1,15,2.438006695,90.5,1
1,15,2.998713108,89,2
1,15,1.713976016,78,2
1,15,1.160178674,91.5,1
1,15,1.596570524,90.5,1
1,15,1.076500433,79.5,2
1,15,0.795684808,72.5,2
1,15,0.847666262,109,1
1,15,1.962368215,102.5,1
1,15,1.881869127,106,1
1,15,1.091038822,84,2
1,15,1.513799924,81,2
1,15,1.107054522,96,1
1,15,3.324296078,104,1
1,15,2.2953265,106.5,1
1,15,0.950097575,100,1
1,15,0.834449581,72.5,2
1,15,1.478045432,85.5,2
1,15,1.126977938,107,1
1,15,1.473392068,95.5,1
1,15,1.483954927,87.5,2
1,15,1.368811129,94.5,1
1,15,1.289822062,103.5,1
1,15,1.354435281,92.5,1
1,15,3.563337019,70.5,2
1,15,1.559265984,75.5,2
1,15,0.912899789,108,1
1,15,3.267475434,102.5,1
1,15,4.487457674,75,2
1,15,4.224617284,99,1
1,15,1.32271353,97.5,1
1,15,3.390967087,86,2
1,15,2.661091639,107.5,1
1,15,8.107873546,74,2
1,15,3.363666561,98.5,1
1,15,5.226360159,101,1
1,15,4.326465026,77,2
1,15,5.79752802,76.5,2
1,15,1.202019625,85.5,2
1,15,1.82089194,86.5,2
1,15,1.041934801,100,1
1,15,2.052571062,78,2
1,15,1.605641018,93.5,1
1,15,0.976062735,95.5,1
1,15,1.343863769,103,1
1,15,1.239959201,81.5,2
1,15,1.093115661,83,2
1,15,0.790770819,76.5,2
1,15,0.723200017,82,2
1,15,1.425445229,88.5,2
1,15,1.620685518,83,2
1,15,1.313351043,98,1
1,15,1.450941179,80,2
1,15,1.901946536,104.5,1
1,15,0.942959182,104,1
1,15,0.81075191,78.5,2
1,15,0.73821869,71,2
1,15,0.946067092,73,2
1,15,0.788584379,79,2
1,15,1.309811487,88,2
1,15,1.613693843,91,1
1,15,6.124894187,97,1
1,15,0.899877242,99.5,1
1,15,1.878914541,87.5,2
1,15,1.464776215,84.5,2
1,15,1.170391917,92.5,1
1,15,3.108729163,97.5,1
1,15,0.765033068,99.5,1
1,15,1.776173097,103.5,1
1,15,1.189828466,110,1
1,15,1.935500222,83.5,2
1,15,0.866861171,101.5,1
1,15,1.944752452,88.5,2
1,15,1.999234178,74.5,2
1,15,1.254437418,85,2
1,15,1.892869306,88,2
1,15,1.417697611,79,2
1,15,2.431843141,70,2
1,15,1.672984098,84,2
1,15,1.050972498,107,1
1,15,0.831648996,108.5,1
1,15,3.252948897,91,1
1,15,0.929193773,105.5,1
1,15,0.877784656,107.5,1
1,15,1.774623752,93.5,1
1,15,1.171272844,97,1
1,15,1.293695651,80.5,2
1,15,0.962281948,75.5,2
1,15,0.932088828,72,2
1,15,0.95025945,71.5,2
1,15,0.869050353,73.5,2
1,15,3.542042054,71.5,2
1,15,2.165676252,99,1
1,15,3.179650435,72,2
1,15,1.880072875,75,2
1,15,1.655839753,87,2
1,15,1.299583685,77,2
1,15,1.066114981,76,2
1,15,1.216036528,94,1
1,15,1.91005085,96.5,1
1,15,2.398252421,96,1
1,15,0.9920654,105,1
1,15,4.413828547,86.5,2
1,15,0.968313565,74,2
1,15,1.66639056,110,1
1,15,1.016252603,100.5,1
1,15,2.071855091,79.5,2
1,15,0.969105481,101,1
1,17,1.253067028,98.5,1
1,17,3.717185478,89.5,2
1,17,3.096546176,73.5,2
1,17,1.859051113,91.5,1
1,17,2.044910567,105.5,1
1,17,1.646387037,109.5,1
1,17,1.394376208,89,2
1,17,1.506336567,93,1
1,17,1.856583787,95,1
1,17,1.219793958,78.5,2
1,17,1.121254454,76,2
1,17,1.009434968,101.5,1
1,17,0.903960573,71,2
1,17,1.149066638,80.5,2
1,17,1.105383291,81.5,2
1,17,1.34987396,105,1
1,17,1.117242981,106,1
1,17,1.037012471,70.5,2
1,17,1.162470842,93,1
1,17,1.007289651,109,1
1,17,1.264896029,98,1
1,17,1.058070861,102,1
1,17,1.241653851,104.5,1
1,17,2.638233226,84.5,2
1,17,1.065789973,82.5,2
1,17,1.091382517,108.5,1
1,17,1.043567765,96.5,1
1,17,1.50458994,103,1
1,17,4.79402108,77.5,2
1,17,1.387089778,94,1
1,17,0.854277396,86,2
1,17,1.474740405,94.5,1
1,17,1.342630562,74.5,2
1,17,1.149372063,81,2
1,17,1.199619867,85,2
1,17,0.876550634,80,2
1,17,1.117118704,83.5,2
1,17,1.207510582,70,2
1,17,1.819517563,73,2
1,17,7.868542501,108,1
1,17,1.342380326,92,1
1,17,1.024817721,77.5,2
1,17,1.5813999,106.5,1
1,17,1.263389658,95,1
1,17,1.211731271,82,2
1,17,1.730231942,87,2
1,17,0.905098998,109.5,1
1,17,1.441751856,82.5,2
1,17,4.54952828,100.5,1
1,17,1.758902975,102,1
1,17,8.165759358,90.5,1
1,17,4.012263947,78,2
1,17,7.00062118,91.5,1
1,17,4.283123501,79.5,2
1,17,1.073565146,72.5,2
1,17,1.731128875,109,1
1,17,0.999134687,102.5,1
1,17,0.93210487,106,1
1,17,1.786115568,84,2
1,17,0.958870394,81,2
1,17,2.741495832,96,1
1,17,1.430780127,104,1
1,17,3.503911831,106.5,1
1,17,1.050104671,100,1
1,17,2.664114646,72.5,2
1,17,1.259747447,85.5,2
1,17,2.381380128,107,1
1,17,1.488996679,95.5,1
1,17,4.076507948,87.5,2
1,17,1.870244854,94.5,1
1,17,1.959683538,92.5,1
1,17,1.311717305,70.5,2
1,17,3.280461905,75.5,2
1,17,0.903878565,108,1
1,17,1.224918569,102.5,1
1,17,3.308424821,75,2
1,17,6.648603512,99,1
1,17,1.148346439,97.5,1
1,17,1.499699696,86,2
1,17,1.319888421,107.5,1
1,17,4.175364809,74,2
1,17,2.433637976,98.5,1
1,17,1.708850203,101,1
1,17,1.263938789,77,2
1,17,1.674315777,76.5,2
1,17,1.579697339,85.5,2
1,17,1.395051353,86.5,2
1,17,1.191620714,100,1
1,17,1.612251534,78,2
1,17,1.673269969,93.5,1
1,17,1.620851099,95.5,1
1,17,1.114957922,103,1
1,17,1.451746827,81.5,2
1,17,1.416623344,83,2
1,17,1.008651451,76.5,2
1,17,0.798585974,82,2
1,17,1.669098355,88.5,2
1,17,1.703823944,83,2
1,17,1.426321018,98,1
1,17,1.115287137,80,2
1,17,0.850479333,104.5,1
1,17,0.956524021,104,1
1,17,1.159151158,78.5,2
1,17,0.792050361,71,2
1,17,1.862294508,73,2
1,17,1.306696082,79,2
1,17,1.78549926,88,2
1,17,2.21896195,91,1
1,17,1.160695772,97,1
1,17,1.484388518,99.5,1
1,17,1.51694426,87.5,2
1,17,0.967420073,84.5,2
1,17,1.218331946,92.5,1
1,17,1.974853139,97.5,1
1,17,0.885155194,99.5,1
1,17,1.250907833,103.5,1
1,17,1.436405816,110,1
1,17,1.240438744,83.5,2
1,17,1.513818317,101.5,1
1,17,7.090134919,88.5,2
1,17,1.05823311,74.5,2
1,17,1.242961606,85,2
1,17,1.899607423,88,2
1,17,1.344233097,79,2
1,17,1.19736336,70,2
1,17,1.403188403,84,2
1,17,1.125394724,107,1
1,17,2.964033157,108.5,1
1,17,1.680423443,91,1
1,17,0.846689232,105.5,1
1,17,1.453539704,107.5,1
1,17,3.245660763,93.5,1
1,17,1.011961943,97,1
1,17,1.420160856,80.5,2
1,17,1.265297708,75.5,2
1,17,1.366712018,72,2
1,17,1.202712581,71.5,2
1,17,1.887726311,73.5,2
1,17,1.179690955,71.5,2
1,17,1.033378875,99,1
1,17,1.6122386,72,2
1,17,1.480663747,75,2
1,17,1.374029897,87,2
1,17,2.240314626,77,2
1,17,1.521930993,76,2
1,17,1.863783107,94,1
1,17,1.946753358,96.5,1
1,17,1.363325106,96,1
1,17,1.070984366,105,1
1,17,1.583975668,86.5,2
1,17,3.241324257,74,2
1,17,1.072939732,110,1
1,17,0.884277781,100.5,1
1,17,1.579544304,79.5,2
1,17,1.596774707,101,1
1,18,2.304249318,98.5,1
1,18,2.125116049,89.5,2
1,18,3.547962315,73.5,2
1,18,1.501354719,91.5,1
1,18,1.418934396,105.5,1
1,18,2.066576481,109.5,1
1,18,2.210561478,89,2
1,18,2.623866513,93,1
1,18,2.050592497,95,1
1,18,2.673634218,78.5,2
1,18,1.960464251,76,2
1,18,1.566480624,101.5,1
1,18,1.775822147,71,2
1,18,2.142541966,80.5,2
1,18,2.975092228,81.5,2
1,18,1.830528816,105,1
1,18,1.252018956,106,1
1,18,2.303890937,70.5,2
1,18,2.510939997,93,1
1,18,1.936606308,109,1
1,18,2.567007026,98,1
1,18,1.743028722,102,1
1,18,1.757792793,104.5,1
1,18,1.823263573,84.5,2
1,18,2.863257929,92,1
1,18,2.43678098,82.5,2
1,18,1.40279224,108.5,1
1,18,2.386234994,96.5,1
1,18,2.84574353,103,1
1,18,2.154837839,77.5,2
1,18,2.825758029,94,1
1,18,2.453286984,86,2
1,18,1.944002722,94.5,1
1,18,1.608080803,74.5,2
1,18,2.249838404,81,2
1,18,1.921453345,85,2
1,18,2.232620137,80,2
1,18,2.792111221,83.5,2
1,18,1.578537039,70,2
1,18,2.014564022,73,2
1,18,2.259052468,108,1
1,18,2.116882064,92,1
1,18,2.440163086,77.5,2
1,18,2.119545959,106.5,1
1,18,1.995391381,95,1
1,18,2.057707641,82,2
1,18,2.872552959,87,2
1,18,1.451321264,109.5,1
1,18,2.699733209,82.5,2
1,18,1.802133903,100.5,1
1,18,2.045073243,102,1
1,18,3.216303976,90.5,1
1,18,2.561059829,78,2
1,18,2.780683765,91.5,1
1,18,2.795248402,79.5,2
1,18,2.910943273,72.5,2
1,18,1.572518286,109,1
1,18,1.630962763,102.5,1
1,18,1.383099196,106,1
1,18,2.082977345,84,2
1,18,1.375113468,81,2
1,18,2.015965711,96,1
1,18,3.293312111,104,1
1,18,1.793385764,106.5,1
1,18,3.812368918,100,1
1,18,1.480644555,72.5,2
1,18,2.223790868,85.5,2
1,18,1.324665474,107,1
1,18,2.852142192,95.5,1
1,18,1.78859628,87.5,2
1,18,2.218705368,94.5,1
1,18,1.870314286,103.5,1
1,18,2.254271396,92.5,1
1,18,1.435933614,70.5,2
1,18,2.882450992,75.5,2
1,18,1.453755525,108,1
1,18,2.06795459,102.5,1
1,18,1.461637341,75,2
1,18,2.856388945,99,1
1,18,1.417141047,97.5,1
1,18,1.632448938,86,2
1,18,2.585537374,107.5,1
1,18,1.471703194,74,2
1,18,1.379992009,98.5,1
1,18,2.563973755,101,1
1,18,1.648217074,77,2
1,18,2.372038914,76.5,2
1,18,2.164818384,85.5,2
1,18,2.910980234,86.5,2
1,18,1.76955825,100,1
1,18,1.794431074,78,2
1,18,2.200250093,93.5,1
1,18,3.358113499,95.5,1
1,18,2.894645243,103,1
1,18,4.009163111,81.5,2
1,18,3.871776069,83,2
1,18,1.37706016,76.5,2
1,18,1.683401326,82,2
1,18,2.219780005,83,2
1,18,1.465798258,98,1
1,18,2.322643682,80,2
1,18,1.398317254,104.5,1
1,18,1.396932503,104,1
1,18,2.90714928,78.5,2
1,18,2.167992841,71,2
1,18,1.972431252,73,2
1,18,1.283207609,79,2
1,18,2.47841072,88,2
1,18,1.066720385,91,1
1,18,2.112703636,97,1
1,18,1.900070514,99.5,1
1,18,2.097095935,87.5,2
1,18,2.475677942,84.5,2
1,18,1.665803008,92.5,1
1,18,1.693726484,97.5,1
1,18,2.137840475,99.5,1
1,18,1.775669366,103.5,1
1,18,1.633113647,110,1
1,18,1.76250324,83.5,2
1,18,2.422259044,101.5,1
1,18,2.118194803,88.5,2
1,18,1.831127086,74.5,2
1,18,1.813707719,85,2
1,18,1.394217665,88,2
1,18,2.549752634,79,2
1,18,1.827353096,70,2
1,18,1.838390281,84,2
1,18,1.225587068,107,1
1,18,1.506350241,108.5,1
1,18,1.352281264,105.5,1
1,18,2.162138556,107.5,1
1,18,1.460929137,93.5,1
1,18,2.198172817,97,1
1,18,2.399048737,80.5,2
1,18,1.197034635,75.5,2
1,18,1.48463073,72,2
1,18,1.46474245,71.5,2
1,18,1.123227352,73.5,2
1,18,1.422480202,71.5,2
1,18,1.602786222,99,1
1,18,1.620996431,72,2
1,18,1.707316861,75,2
1,18,1.947594864,87,2
1,18,1.680076553,77,2
1,18,1.60519449,76,2
1,18,1.449505336,94,1
1,18,1.755961568,96.5,1
1,18,2.003010753,96,1
1,18,2.746364062,105,1
1,18,1.723265727,86.5,2
1,18,1.978500395,74,2
1,18,1.745606291,110,1
1,18,1.880664837,100.5,1
1,18,2.423856493,79.5,2
1,18,1.621647833,101,1
1,19,1.62235886,98.5,1
1,19,1.169619998,89.5,2
1,19,2.184093699,73.5,2
1,19,2.016053958,91.5,1
1,19,0.950037169,105.5,1
1,19,1.202723413,109.5,1
1,19,3.252220065,89,2
1,19,1.366443274,93,1
1,19,1.689543908,95,1
1,19,1.539204653,78.5,2
1,19,0.767534217,76,2
1,19,1.235735022,101.5,1
1,19,0.784320503,71,2
1,19,1.078551582,80.5,2
1,19,0.854886677,81.5,2
1,19,1.124001594,105,1
1,19,1.222199345,106,1
1,19,0.98655474,70.5,2
1,19,1.348404737,93,1
1,19,1.168025396,109,1
1,19,1.125159848,98,1
1,19,1.913961453,102,1
1,19,0.979742275,104.5,1
1,19,1.821549787,84.5,2
1,19,2.882979119,92,1
1,19,1.19502592,82.5,2
1,19,1.061636103,108.5,1
1,19,1.514984842,96.5,1
1,19,4.267215581,89.5,2
1,19,1.529069857,103,1
1,19,1.333302611,77.5,2
1,19,5.273397682,94,1
1,19,1.958947201,86,2
1,19,2.299685219,94.5,1
1,19,1.667874242,74.5,2
1,19,0.815656596,81,2
1,19,1.904669155,85,2
1,19,2.869707033,80,2
1,19,1.004915747,83.5,2
1,19,1.434305685,70,2
1,19,1.000136493,73,2
1,19,0.976131003,108,1
1,19,3.013839464,92,1
1,19,1.502952307,77.5,2
1,19,1.755467265,106.5,1
1,19,1.076759932,95,1
1,19,1.712016768,82,2
1,19,1.46788514,87,2
1,19,1.329257467,109.5,1
1,19,0.779118974,82.5,2
1,19,1.393377857,100.5,1
1,19,1.289607948,102,1
1,19,1.848300133,89,2
1,19,3.654482397,78,2
1,19,2.112298982,91.5,1
1,19,1.168648198,79.5,2
1,19,1.332092067,72.5,2
1,19,1.995786893,102.5,1
1,19,1.143701194,106,1
1,19,0.949502065,84,2
1,19,1.515350561,81,2
1,19,1.747141868,96,1
1,19,1.218841571,104,1
1,19,1.272138624,106.5,1
1,19,1.196090357,100,1
1,19,1.381665313,72.5,2
1,19,1.260584101,85.5,2
1,19,1.762709821,107,1
1,19,1.555120258,95.5,1
1,19,1.762328943,87.5,2
1,19,1.245462949,94.5,1
1,19,1.656941447,103.5,1
1,19,3.420368009,92.5,1
1,19,5.018584531,70.5,2
1,19,1.557647876,75.5,2
1,19,1.326374571,108,1
1,19,1.472736536,102.5,1
1,19,1.32450036,75,2
1,19,1.01628913,99,1
1,19,1.847562354,97.5,1
1,19,1.110637388,107.5,1
1,19,1.493902236,74,2
1,19,1.702555069,98.5,1
1,19,0.902717296,101,1
1,19,1.754882594,77,2
1,19,1.222223045,76.5,2
1,19,1.234493579,85.5,2
1,19,1.236608145,86.5,2
1,19,1.677982331,100,1
1,19,1.217154418,93.5,1
1,19,1.596795003,95.5,1
1,19,1.450152692,103,1
1,19,1.101226982,81.5,2
1,19,0.964751646,83,2
1,19,4.674165034,82,2
1,19,1.680617051,88.5,2
1,19,1.543528068,83,2
1,19,1.37663282,98,1
1,19,0.928602097,80,2
1,19,1.239668488,104.5,1
1,19,8.815972196,104,1
1,19,3.787696118,78.5,2
1,19,1.16519298,71,2
1,19,2.089675981,73,2
1,19,1.248933024,79,2
1,19,0.977616906,88,2
1,19,1.601114709,91,1
1,19,1.17495728,97,1
1,19,2.096977555,99.5,1
1,19,1.305306177,87.5,2
1,19,2.424651855,84.5,2
1,19,1.536142602,92.5,1
1,19,1.052239684,97.5,1
1,19,4.84015109,99.5,1
1,19,1.811960863,103.5,1
1,19,1.486724811,110,1
1,19,0.89144483,83.5,2
1,19,1.932096986,101.5,1
1,19,1.174514085,88.5,2
1,19,1.080421271,74.5,2
1,19,3.80916906,85,2
1,19,2.045522008,88,2
1,19,0.813391952,79,2
1,19,0.891330441,70,2
1,19,1.370841213,84,2
1,19,1.4254343,107,1
1,19,1.076733359,108.5,1
1,19,2.281830801,91,1
1,19,1.901326008,105.5,1
1,19,1.018732856,107.5,1
1,19,1.765914983,93.5,1
1,19,1.142269673,97,1
1,19,1.124957225,80.5,2
1,19,1.387875247,75.5,2
1,19,0.933215851,72,2
1,19,1.249001297,71.5,2
1,19,1.450710554,73.5,2
1,19,1.011282469,71.5,2
1,19,1.342648198,99,1
1,19,1.068364674,72,2
1,19,0.873633152,75,2
1,19,1.390555063,87,2
1,19,1.085827012,77,2
1,19,1.064477201,76,2
1,19,1.188509302,94,1
1,19,1.423714485,96.5,1
1,19,1.335269393,96,1
1,19,1.055255348,105,1
1,19,3.464986478,86.5,2
1,19,1.700665603,74,2
1,19,1.115841202,110,1
1,19,1.230091803,100.5,1
1,19,0.827845534,79.5,2
1,19,1.262851608,101,1
1,20,5.20198501,98.5,1
1,20,1.102517508,73.5,2
1,20,3.048033303,91.5,1
1,20,3.543892322,105.5,1
1,20,1.682650807,109.5,1
1,20,7.369862171,89,2
1,20,5.322874946,93,1
1,20,3.721752982,95,1
1,20,1.01100463,78.5,2
1,20,1.284839152,76,2
1,20,3.333250796,101.5,1
1,20,1.96822888,71,2
1,20,1.314916136,80.5,2
1,20,1.914575541,81.5,2
1,20,2.163428309,105,1
1,20,2.318683767,106,1
1,20,1.078613889,70.5,2
1,20,1.742814812,93,1
1,20,6.058512284,109,1
1,20,2.264567623,98,1
1,20,3.933758712,102,1
1,20,1.606876358,104.5,1
1,20,2.528152248,84.5,2
1,20,3.773139742,92,1
1,20,2.330810659,82.5,2
1,20,3.955212849,108.5,1
1,20,2.276687372,96.5,1
1,20,3.286149387,89.5,2
1,20,2.249734486,103,1
1,20,2.656640193,77.5,2
1,20,1.413282519,94,1
1,20,1.999602902,86,2
1,20,2.732616672,94.5,1
1,20,5.994371488,74.5,2
1,20,3.118278486,81,2
1,20,1.422889297,85,2
1,20,1.376336595,80,2
1,20,2.66360119,83.5,2
1,20,1.820066466,70,2
1,20,3.069079965,73,2
1,20,2.768542023,108,1
1,20,1.902249906,92,1
1,20,2.708187429,77.5,2
1,20,2.063602808,106.5,1
1,20,1.739367335,95,1
1,20,3.520524883,82,2
1,20,1.693118906,87,2
1,20,1.134184323,109.5,1
1,20,1.591123704,82.5,2
1,20,2.365599097,100.5,1
1,20,3.996896893,102,1
1,20,3.045297233,90.5,1
1,20,3.863684719,89,2
1,20,1.657879061,78,2
1,20,3.806150325,91.5,1
1,20,5.637086813,90.5,1
1,20,2.099784773,79.5,2
1,20,2.118757331,72.5,2
1,20,2.727088117,109,1
1,20,1.223807642,102.5,1
1,20,1.251307068,106,1
1,20,1.472586805,84,2
1,20,2.014648829,81,2
1,20,1.997821135,96,1
1,20,1.455876085,104,1
1,20,1.30758276,106.5,1
1,20,1.399637543,100,1
1,20,1.079268289,72.5,2
1,20,1.700629972,85.5,2
1,20,1.329084433,107,1
1,20,1.922286491,95.5,1
1,20,2.639951945,87.5,2
1,20,2.674468708,94.5,1
1,20,2.510571173,103.5,1
1,20,1.87513118,92.5,1
1,20,5.397141798,70.5,2
1,20,1.436542004,75.5,2
1,20,2.369379023,108,1
1,20,2.044957042,102.5,1
1,20,2.529769254,75,2
1,20,3.434081729,99,1
1,20,2.283628607,97.5,1
1,20,3.228369785,86,2
1,20,3.22903059,107.5,1
1,20,1.137326833,74,2
1,20,2.335779961,98.5,1
1,20,2.737875727,101,1
1,20,2.72394694,77,2
1,20,3.047979836,76.5,2
1,20,2.641754939,85.5,2
1,20,1.965388163,86.5,2
1,20,1.460834684,100,1
1,20,1.704152574,78,2
1,20,2.38323981,93.5,1
1,20,2.084171294,95.5,1
1,20,1.415664626,103,1
1,20,1.291610334,81.5,2
1,20,1.423688976,83,2
1,20,1.600399146,76.5,2
1,20,3.877153706,82,2
1,20,2.658339593,88.5,2
1,20,2.23589899,83,2
1,20,1.159923592,98,1
1,20,1.534361346,80,2
1,20,2.824343901,104.5,1
1,20,3.982685332,104,1
1,20,2.854688498,78.5,2
1,20,1.472390334,71,2
1,20,2.953081878,73,2
1,20,1.289141668,79,2
1,20,3.448385238,88,2
1,20,3.749907076,91,1
1,20,2.898689498,97,1
1,20,1.840929637,99.5,1
1,20,2.114026017,87.5,2
1,20,3.013433005,84.5,2
1,20,1.609416323,92.5,1
1,20,1.425995356,97.5,1
1,20,1.316598547,99.5,1
1,20,1.258262492,103.5,1
1,20,4.626468225,110,1
1,20,2.51692085,83.5,2
1,20,1.556525474,101.5,1
1,20,3.421556904,88.5,2
1,20,2.050422196,74.5,2
1,20,4.23460635,85,2
1,20,1.825254353,88,2
1,20,1.320213762,79,2
1,20,1.830053219,70,2
1,20,2.405818198,84,2
1,20,2.513000249,107,1
1,20,1.483952453,108.5,1
1,20,2.956574254,91,1
1,20,1.265939281,105.5,1
1,20,2.759160441,107.5,1
1,20,2.049502332,93.5,1
1,20,1.909340493,97,1
1,20,1.584311024,80.5,2
1,20,1.46083973,75.5,2
1,20,2.466189888,72,2
1,20,1.41234204,71.5,2
1,20,3.105119977,73.5,2
1,20,1.517183434,71.5,2
1,20,2.549315573,99,1
1,20,5.866017898,72,2
1,20,1.513989079,75,2
1,20,2.500888754,87,2
1,20,2.485013615,77,2
1,20,2.391297131,76,2
1,20,2.07715878,94,1
1,20,2.598821503,96.5,1
1,20,1.960129224,96,1
1,20,3.098464724,105,1
1,20,4.12488262,86.5,2
1,20,3.040548708,74,2
1,20,1.274926233,110,1
1,20,2.31620966,100.5,1
1,20,1.649299956,79.5,2
1,20,3.105662371,101,1
1,21,1.459865864,98.5,1
1,21,5.06773317,89.5,2
1,21,1.022516618,73.5,2
1,21,1.389741308,105.5,1
1,21,1.4102585,109.5,1
1,21,1.39819611,89,2
1,21,1.012550401,93,1
1,21,2.741671408,95,1
1,21,0.825560333,78.5,2
1,21,0.877266234,76,2
1,21,1.508693043,71,2
1,21,0.925635657,80.5,2
1,21,1.065255289,81.5,2
1,21,1.01650157,105,1
1,21,0.779605246,106,1
1,21,2.756372052,70.5,2
1,21,1.08116444,93,1
1,21,0.992439699,109,1
1,21,0.891164034,98,1
1,21,0.792278028,102,1
1,21,0.689697825,104.5,1
1,21,1.024126003,84.5,2
1,21,1.213144028,92,1
1,21,1.024760201,82.5,2
1,21,1.380184941,108.5,1
1,21,0.820465235,96.5,1
1,21,1.352994848,89.5,2
1,21,2.036955945,103,1
1,21,1.142498007,77.5,2
1,21,1.922927419,94,1
1,21,4.953823292,86,2
1,21,1.226182447,94.5,1
1,21,1.049031802,74.5,2
1,21,1.37427824,81,2
1,21,1.367535666,85,2
1,21,1.384926011,80,2
1,21,1.393565236,83.5,2
1,21,0.94143408,70,2
1,21,1.134632662,73,2
1,21,0.930404777,108,1
1,21,1.887291052,92,1
1,21,0.864713947,77.5,2
1,21,1.232904345,106.5,1
1,21,0.968078099,95,1
1,21,4.152659006,82,2
1,21,1.402811487,87,2
1,21,1.012143594,109.5,1
1,21,1.109982937,82.5,2
1,21,1.140059691,100.5,1
1,21,1.017648139,102,1
1,21,1.931202767,89,2
1,21,1.258959389,78,2
1,21,1.269332961,91.5,1
1,21,2.168085117,79.5,2
1,21,1.301046345,72.5,2
1,21,1.201241863,109,1
1,21,1.112747175,102.5,1
1,21,0.98836015,106,1
1,21,1.237753278,84,2
1,21,1.084066469,81,2
1,21,0.885823324,96,1
1,21,3.854290859,104,1
1,21,0.955613173,106.5,1
1,21,0.923549463,100,1
1,21,0.782252522,72.5,2
1,21,1.070867668,85.5,2
1,21,0.896219428,107,1
1,21,0.99653329,95.5,1
1,21,0.989973493,87.5,2
1,21,0.978375371,94.5,1
1,21,0.894186487,103.5,1
1,21,0.848997258,92.5,1
1,21,3.949342513,70.5,2
1,21,1.116557388,75.5,2
1,21,1.192057022,108,1
1,21,2.035020605,102.5,1
1,21,0.998516449,75,2
1,21,1.125809934,99,1
1,21,1.330815624,97.5,1
1,21,1.721684413,86,2
1,21,1.185262118,107.5,1
1,21,1.04114392,74,2
1,21,1.944897541,98.5,1
1,21,1.138346346,101,1
1,21,0.854512356,77,2
1,21,3.191788091,76.5,2
1,21,0.898641294,85.5,2
1,21,4.869085393,86.5,2
1,21,0.928856724,100,1
1,21,2.257730011,78,2
1,21,1.079617466,93.5,1
1,21,0.988917453,95.5,1
1,21,1.37000558,103,1
1,21,0.973541458,81.5,2
1,21,6.594807349,83,2
1,21,0.913708974,76.5,2
1,21,0.993774428,82,2
1,21,1.318578782,88.5,2
1,21,1.066932741,83,2
1,21,0.797460528,98,1
1,21,0.745261706,80,2
1,21,0.912226289,104.5,1
1,21,0.783391004,104,1
1,21,0.887586036,78.5,2
1,21,2.078545509,71,2
1,21,0.826923033,73,2
1,21,0.860300708,79,2
1,21,3.663821684,88,2
1,21,1.358728565,91,1
1,21,1.671476037,97,1
1,21,1.263570236,99.5,1
1,21,1.121236039,87.5,2
1,21,0.86890531,84.5,2
1,21,0.875386594,92.5,1
1,21,1.09247417,97.5,1
1,21,1.227675811,99.5,1
1,21,1.024489969,103.5,1
1,21,0.740612945,110,1
1,21,0.919864924,83.5,2
1,21,1.245048343,101.5,1
1,21,0.861359842,74.5,2
1,21,0.859477161,85,2
1,21,1.135774518,88,2
1,21,0.984649654,79,2
1,21,0.83588392,70,2
1,21,0.756744463,84,2
1,21,0.778453282,107,1
1,21,2.566867414,108.5,1
1,21,1.4959415,91,1
1,21,0.740948846,105.5,1
1,21,2.126831667,107.5,1
1,21,0.945186112,93.5,1
1,21,0.851434771,97,1
1,21,1.370945002,80.5,2
1,21,0.906930459,75.5,2
1,21,2.251873102,72,2
1,21,0.979282019,71.5,2
1,21,0.998464788,73.5,2
1,21,0.834139811,71.5,2
1,21,2.876164366,99,1
1,21,0.936639479,72,2
1,21,0.80320236,75,2
1,21,1.236164582,87,2
1,21,0.789715764,77,2
1,21,0.788873144,76,2
1,21,2.582764061,94,1
1,21,0.991245506,96.5,1
1,21,0.970991171,96,1
1,21,0.718807161,105,1
1,21,1.006595758,86.5,2
